title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Pelican: A deep residual network for network intrusion detection,https://ieeexplore.ieee.org/abstract/document/9151816/,Cited by 5,"https://scholar.google.com/scholar?q=related:ZXosK2K8bZ4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",279,All 4 versions,"P Wu, H Guo, N Moustafa - 2020 50th Annual IEEE/IFIP …, 2020 - ieeexplore.ieee.org","… Our main contributions are as follows: • We investigate the performance degradation –
the hurdle existing in training DNN, and introduce residual learning in our design … The
general design idea of residual learning is briefly presented below … 
"
Residual learning for FC kernels of convolutional network,https://link.springer.com/chapter/10.1007/978-3-030-30484-3_30,Cited by 1,"https://scholar.google.com/scholar?q=related:gAWW0o57zb4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",280,All 3 versions,"A Alexeev, Y Matveev, A Matveev… - … Conference on Artificial …, 2019 - Springer","One of the most important steps in training a neural network is choosing its depth. Theoretically, it is possible to construct a complex decision-making function by cascading a number of shallow networks. It can produce a similar in accuracy result while providing a …"
Evaluation of residual learning in lightweight deep networks for object classification,https://www.researchgate.net/profile/Arindam_Das32/publication/327764686_Evaluation_of_Residual_Learning_in_Lightweight_Deep_Networks_for_Object_Classification/links/5ba345c092851ca9ed1755d0/Evaluation-of-Residual-Learning-in-Lightweight-Deep-Networks-for-Object-Classification.pdf,Cited by 4,"https://scholar.google.com/scholar?q=related:YFmYVFwdDdAJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",281,,"A Das, S Yogamani - Proceedings of the 20th Irish Machine Vision …, 2018 - researchgate.net",Designing a lightweight neural network that can perform real-time with reasonable accuracy is a challenging task. This paper presents our ongoing study on the impact of residual blocks (defined in ResNet that secured first place on the ILSVRC 2015 classification task) …
Task 6 dcase 2020: Listen carefully and tell: An audio captioning system based on residual learning and gammatone audio representation,https://dcase.community/documents/challenge2020/technical_reports/DCASE2020_Naranjo_Alcazar_34_t6.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:3Ye3Yfua0sIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",282,All 2 versions,"J Naranjo-Alcazar, S Perez-Castanos, P Zuccarello… - 2020 - dcase.community","Automated audio captioning is machine listening task whose goal is to describe an audio using free text. An automated audio captioning system has to be implemented as it accepts an audio as input and outputs a textual description, that is, the caption of the signal. This task …"
Residual learning disabilities in young adults: Implications for rehabilitation,https://connect.springerpub.com/content/sgrjarc/13/2/9,Cited by 24,"https://scholar.google.com/scholar?q=related:eYH9KQxFMxkJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",283,All 3 versions,"JW Blalock - Journal of Applied Rehabilitation Counseling, 1982 - connect.springerpub.com","The nature of residual learning deficits in 80 young adults diagnosed as having learning disabilities is described. Adults were evaluated in the Adult Clinic of the Northwestern University Learning Disabilities Center. Problems in oral language, reading, written …"
Single-image rain removal using residual deep learning,https://ieeexplore.ieee.org/abstract/document/8451612/,Cited by 4,"https://scholar.google.com/scholar?q=related:dho2SzfBQnoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",284,All 2 versions,"T Matsui, T Fujisawa, T Yamaguchi… - 2018 25th IEEE …, 2018 - ieeexplore.ieee.org","Most outdoor vision systems can be influenced by rainy weather conditions. In this paper, we address a rain removal problem from a single image. Some existing de-raining methods suffer from hue change due to neglect of the information in low frequency layer. Others fail in …"
Improving SAR automatic target recognition using simulated images under deep residual refinements,https://ieeexplore.ieee.org/abstract/document/8462109/,Cited by 14,"https://scholar.google.com/scholar?q=related:U6ulLq3tsUIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",285,All 3 versions,"M Cha, A Majumdar, HT Kung… - 2018 IEEE International …, 2018 - ieeexplore.ieee.org","… We learn a refinement function from simulated to real SAR data through a residual
learning framework, and use the function to refine simulated images … 4. SIMULATED
SAR IMAGE REFINEMENT VIA DEEP RESIDUAL LEARNING … 
"
Multi-scale cross-path concatenation residual network for Poisson denoising,https://digital-library.theiet.org/content/journals/10.1049/iet-ipr.2018.5941,Cited by 8,"https://scholar.google.com/scholar?q=related:CdfVWvmVKXoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",286,All 4 versions,"Y Su, Q Lian, X Zhang, B Shi, X Fan - IET Image Processing, 2019 - IET","… learnt by MC2RNet. With the residual learning strategy, MC2RNet learns the residual
between the noisy image and the latent clean image rather than the direct mapping to
facilitate model training. Specially, unlike existing discriminative … 
"
A Deep Biometric Recognition and Diagnosis Network With Residual Learning for Arrhythmia Screening Using Electrocardiogram Recordings,https://ieeexplore.ieee.org/abstract/document/9169638/,,"https://scholar.google.com/scholar?q=related:TGDRsNOlbMYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",287,,"H Dang, Y Yue, D Xiong, X Zhou, X Xu, X Tao - IEEE Access, 2020 - ieeexplore.ieee.org","Arrhythmia is one of the most persistent chronic heart diseases in the elderly and is associated with high morbidity and mortality such as stroke, cardiac failure, and coronary artery diseases. It is significant for patients with arrhythmias to automatically detect and …"
Image interpolation using convolutional neural networks with deep recursive residual learning,https://search.proquest.com/openview/3a540fcf5458635ed9c6f537b9d772eb/1?pq-origsite=gscholar&cbl=54626,Cited by 1,"https://scholar.google.com/scholar?q=related:dV-AXuZc0d4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",288,,"H Kwok-Wai, K Wang, J Jiang - Multimedia Tools and …, 2019 - search.proquest.com","Recent developments of image super-resolution often utilize the deep convolutional neural network (CNN) and residual learning to relate the observed low-resolution pixels and unknown high-resolution pixels. However, image interpolation assumes that the observed …"
Knowledge Graph Embedding with Atrous Convolution and Residual Learning,https://arxiv.org/abs/2010.12121,,"https://scholar.google.com/scholar?q=related:mwxW5oKL990J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",289,All 3 versions,"F Ren, J Li, H Zhang, S Liu, B Li, R Ming… - arXiv preprint arXiv …, 2020 - arxiv.org","Knowledge graph embedding is an important task and it will benefit lots of downstream applications. Currently, deep neural networks based methods achieve state-of-the-art performance. However, most of these existing methods are very complex and need much …"
Strainet: Spatially varying stochastic residual adversarial networks for mri pelvic organ segmentation,https://ieeexplore.ieee.org/abstract/document/8486982/,Cited by 25,"https://scholar.google.com/scholar?q=related:i-0T21yD8-EJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",290,All 6 versions,"D Nie, L Wang, Y Gao, J Lian… - … networks and learning …, 2018 - ieeexplore.ieee.org",Accurate segmentation of pelvic organs is important for prostate radiation therapy. Modern radiation therapy starts to use a magnetic resonance image (MRI) as an alternative to computed tomography image because of its superior soft tissue contrast and also free of risk …
Residual Learning of Cycle-GAN for Seismic Data Denoising,https://ieeexplore.ieee.org/abstract/document/9316158/,,,291,,"W Li, J Wang - IEEE Access, 2021 - ieeexplore.ieee.org",Random noise attenuation has always been an indispensable step in the seismic exploration workflow. The quality of the results directly affects the results of subsequent inversion and migration imaging. This paper proposes a cycle-GAN denoising framework …
Deep-Gap: A deep learning framework for forecasting crowdsourcing supply-demand gap based on imaging time series and residual learning,https://arxiv.org/abs/1911.07625,Cited by 1,"https://scholar.google.com/scholar?q=related:xIEEsukSqJoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",292,All 10 versions,"AB Said, A Erradi - arXiv preprint arXiv:1911.07625, 2019 - arxiv.org","Mobile crowdsourcing has become easier thanks to the widespread of smartphones capable of seamlessly collecting and pushing the desired data to cloud services. However, the success of mobile crowdsourcing relies on balancing the supply and demand by first …"
A closer look at spatiotemporal convolutions for action recognition,http://openaccess.thecvf.com/content_cvpr_2018/html/Tran_A_Closer_Look_CVPR_2018_paper.html,Cited by 765,"https://scholar.google.com/scholar?q=related:6rnpHccsLIQJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",293,All 13 versions,"D Tran, H Wang, L Torresani, J Ray… - Proceedings of the …, 2018 - openaccess.thecvf.com","… In this work we empirically demonstrate the accuracy advan- tages of 3D CNNs over 2D CNNs
within the framework of residual learning … In this section we discuss several spatiotemporal
convo- lutional variants within the framework of residual learning … 
"
Learning to denoise and decode: A novel residual neural network decoder for polar codes,https://arxiv.org/abs/1908.00460,Cited by 2,"https://scholar.google.com/scholar?q=related:eSpVEq6oZRoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",294,All 2 versions,"Z Cao, H Zhu, Y Zhao, D Li - arXiv preprint arXiv:1908.00460, 2019 - arxiv.org",Polar codes have been adopted as the control channel coding scheme in the fifth generation new radio (5G NR) standard due to its capacity-achievable property. Traditional polar decoding algorithms such as successive cancellation (SC) suffer from high latency problem …
A multiscale image denoising algorithm based on dilated residual convolution network,https://link.springer.com/chapter/10.1007/978-981-13-9917-6_19,Cited by 7,"https://scholar.google.com/scholar?q=related:VeaOUS_dGYUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",295,All 3 versions,"C Liu, Z Shang, A Qin - Chinese Conference on Image and Graphics …, 2019 - Springer","… Keywords. Image denoising Dilated convolution Multiscale Residual learning. Download
conference paper PDF. 1 Introduction … Inspired by the residual learning insight [3], this paper
modifies the dilated residual network based on residual learning … 
"
An improved residual LSTM architecture for acoustic modeling,https://ieeexplore.ieee.org/abstract/document/8075276/,Cited by 12,"https://scholar.google.com/scholar?q=related:2wdXw9lT6dcJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",296,All 5 versions,"L Huang, J Xu, J Sun, Y Yang - 2017 2nd International …, 2017 - ieeexplore.ieee.org","… systems. Residual learning is an efficient method to help neural networks converge
easier and faster. In … Switchboard corpora. Keywords-long short-term memory; residual
learning; acoustic modeling; automatic speech recognition … 
"
